id,SMILES,QED,LogP,MolWt,HBA,HBD,TPSA,NumRotBonds,IE,Concentration_mM,N_count,S_count,O_count,P_count,dipole_moment,HOMO,LUMO,HOMO-LUMO Gap,Ionization Potential,Electron Affinity,Electronegativity,Hardness,Softness,Electrophilicity,Electron Donor Capacity,Electron Acceptor Capacity,vdw_volume,vdw_surface_area,Category
318,N[C@@H](Cc1ccccc1)C(=O)O,0.690462799,0.641,165.192,2,2,63.32,3,0.868,1,1,0,2,0,1.239,-0.23772,-0.00425,0.23347,0.23772,0.00425,0.120985,0.116735,8.566411102,0.062694865,0.242047365,7.74E-05,1605.849,,other
319,N[C@@H](CS)C(=O)O,0.424381502,-0.6719,121.161,3,3,63.32,2,0.45,1,1,1,2,0,1.6862,-0.23909,-0.00654,0.23255,0.23909,0.00654,0.122815,0.116275,8.600301011,0.064861424,0.245813924,0.000183924,,,Amino acids
320,NC(=O)c1ccc(N=Cc2cccs2)cc1,0.809428438,2.5976,230.292,3,1,55.45,3,0.88,1,2,1,1,0,4.2971,-0.22728,-0.064,0.16328,0.22728,0.064,0.14564,0.08164,12.2488976,0.129905742,0.316365742,0.025085742,1719.98,1723.107355,Amino acids
321,NC(=O)N/N=C/c1cc2ccccc2[nH]1,0.495387261,1.1701,202.217,2,3,83.27,2,0.63,1,4,0,1,0,3.9717,-0.19463,-0.04529,0.14934,0.19463,0.04529,0.11996,0.07467,13.39225927,0.096359995,0.253654995,0.013734995,1578.507,,other
322,NC(=S)N/N=C(\\c1ccco1)C(O)c1ccco1,0.435602071,1.1435,265.294,5,3,96.92,4,0.657,1,3,1,3,0,4.7695,-0.20821,-0.06889,0.13932,0.20821,0.06889,0.13855,0.06966,14.35544071,0.137784256,0.311164256,0.034064256,2099.116,2097.8156,Semicarbazones
323,NC(=S)N/N=C/c1ccc(O)cc1,0.366150955,0.5593,195.247,3,3,70.64,2,0.89,1,3,1,1,0,6.3529,-0.20242,-0.05691,0.14551,0.20242,0.05691,0.129665,0.072755,13.74475981,0.115545407,0.281587907,0.022257907,1773.146,1775.084492,other
324,NC(=S)N/N=C/c1cccnc1,0.388816583,0.2487,180.236,3,2,63.3,2,0.92,1,4,1,0,0,4.8154,-0.21093,-0.06325,0.14768,0.21093,0.06325,0.13709,0.07384,13.54279523,0.127259399,0.301269399,0.027089399,1674.439,,Thiourea
325,NC(=S)N/N=C/c1ccncc1,0.388816583,0.2487,180.236,3,2,63.3,2,0.845,1,4,1,0,0,3.8228,-0.20829,-0.09318,0.11511,0.20829,0.09318,0.150735,0.057555,17.37468508,0.197385459,0.376897959,0.075427959,1333.825,,other
326,Nc1ccc(-c2nc3ccccc3[nH]2)cc1,0.605331363,2.8121,209.252,2,2,54.7,1,0.939,1,3,0,0,0,4.4156,-0.19333,-0.02985,0.16348,0.19333,0.02985,0.11159,0.08174,12.23391241,0.076170346,0.228630346,0.005450346,1529.765,,Semicarbazones
327,Nc1ccc(-n2ccnc2)cc1,0.639898884,1.4545,159.192,3,1,43.84,1,0.662,1,3,0,0,0,5.4069,-0.20075,-0.01423,0.18652,0.20075,0.01423,0.10749,0.09326,10.7227107,0.061945636,0.216065636,0.001085636,1278.346,,Benzimidazoles
328,Nc1ccc(Oc2cc(Oc3ccc(N)cc3)cc(Oc3ccc(N)cc3)c2)cc1,0.353322091,5.8101,399.45,6,3,105.75,6,0.974,1,3,0,3,0,3.0428,-0.18553,-0.00336,0.18217,0.18553,0.00336,0.094445,0.091085,10.97875611,0.048964473,0.188951973,6.20E-05,3172.487,3172.879426,Imidazoles
329,Nc1ccc2nc[nH]c2c1,0.529376991,1.1451,133.154,2,2,54.7,0,0.626,1,3,0,0,0,3.9931,-0.18756,-0.00533,0.18223,0.18756,0.00533,0.096445,0.091115,10.9751413,0.051043396,0.193045896,0.000155896,1176.406,,Amine
330,Nc1ccc2sc3ccc(N)cc3c2c1,0.564415058,3.2189,214.293,3,2,52.04,0,0.895,1,2,1,0,0,2.5639,-0.1775,-0.02882,0.14868,0.1775,0.02882,0.10316,0.07434,13.45170837,0.071576443,0.211906443,0.005586443,1518.486,1513.81395,Benzimidazoles
331,Nc1ccccc1-c1nc2ccccc2[nH]1,0.605331363,2.8121,209.252,2,2,54.7,1,0.893,1,3,0,0,0,4.6672,-0.20384,-0.03908,0.16476,0.20384,0.03908,0.12146,0.08238,12.13886866,0.089539522,0.252189522,0.009269522,1858.624,,Thiophenes
332,Nc1ccccc1Cl,0.529786082,1.9222,127.574,1,1,26.02,0,0.6362,1,1,0,0,0,1.9077,-0.20912,-0.00633,0.20279,0.20912,0.00633,0.107725,0.101395,9.862419251,0.057225088,0.215647588,0.000197588,,,Benzimidazoles
333,Nc1ccccc1F,0.503067685,1.4079,111.119,1,1,26.02,0,0.5738,1,1,0,0,0,1.638,-0.20366,0.00375,0.20741,0.20366,-0.00375,0.099955,0.103705,9.642736609,0.0481703,0.1999778,6.78E-05,,,Amine
334,Nc1nc(-c2ccc(O)cc2)c(Sc2sc(N)nc2-c2ccc(O)cc2)s1,0.383365286,4.6604,414.537,9,4,118.28,4,0.851,1,4,3,2,0,2.8151,-0.18018,-0.01673,0.16345,0.18018,0.01673,0.098455,0.081725,12.23615785,0.059304907,0.198622407,0.001712407,3311.614,3310.583318,Amine
335,Nc1nc(N)c2nc[nH]c2n1,0.469730964,-0.4827,150.145,5,3,106.5,0,0.709,1,6,0,0,0,1.5171,-0.20243,-0.01282,0.18961,0.20243,0.01282,0.107625,0.094805,10.54796688,0.061089292,0.216116792,0.000866792,1148.157,,Thiazoles
336,Nc1nc(N)nc(N)n1,0.394014069,-1.3818,126.123,6,3,116.73,0,0.6387,1,6,0,0,0,1.1519,-0.24327,0.00834,0.25161,0.24327,-0.00834,0.117465,0.125805,7.948809666,0.054838942,0.235206442,0.000276442,1173.512,,Purines
337,Nc1nc(S)c2nc[nH]c2n1,0.387161543,0.2238,167.197,5,3,80.48,0,0.784,1,5,1,0,0,4.0808,-0.21599,-0.03918,0.17681,0.21599,0.03918,0.127585,0.088405,11.3115774,0.092064545,0.263852045,0.008682045,1170.123,,Triazines
338,Nc1nc2[nH]cnc2c(=O)[nH]1,0.459751268,-0.7716,151.129,4,3,100.45,0,0.678,1,5,0,1,0,6.775,-0.20628,-0.00596,0.20032,0.20628,0.00596,0.10612,0.10016,9.984025559,0.056217324,0.212417324,0.000177324,1179.509,,Purines
339,Nc1nc2ccccc2[nH]1,0.565899971,1.1451,133.154,2,2,54.7,0,0.3984,1,3,0,0,0,4.4593,-0.19403,0.00715,0.20118,0.19403,-0.00715,0.09344,0.10059,9.941346058,0.043399113,0.187134113,0.000254113,1081.586,,Purines
340,Nc1ncnc2[nH]cnc12,0.529675929,-0.0649,135.13,4,2,80.48,0,0.699,1,5,0,0,0,2.7217,-0.22356,-0.02481,0.19875,0.22356,0.02481,0.124185,0.099375,10.06289308,0.077594537,0.251467037,0.003097037,1197.124,,other
341,Nc1nnc(-c2ccccc2)s1,0.722041851,1.7873,177.232,4,1,51.8,1,0.685,1,3,1,0,0,3.4999,-0.21449,-0.04555,0.16894,0.21449,0.04555,0.13002,0.08447,11.83852255,0.100066298,0.272321298,0.012281298,1386.342,,Purines
342,Nc1nnc(S)s1,0.503862815,0.409,133.201,5,2,51.8,0,0.976,1,3,2,0,0,3.2902,-0.21612,-0.01978,0.19634,0.21612,0.01978,0.11795,0.09817,10.18641133,0.070857709,0.237892709,0.001992709,1091.512,,other
343,NCc1nc2ccccc2[nH]1,0.632365415,1.0216,147.181,2,2,54.7,1,0.634,1,3,0,0,0,2.9755,-0.2148,-0.01208,0.20272,0.2148,0.01208,0.11344,0.10136,9.865824783,0.063479842,0.227599842,0.000719842,1244.901,,other
344,NCCNCc1ccc(O)c2ncccc12,0.667781837,0.9887,217.272,4,3,71.17,4,0.969,1,3,0,1,0,3.7019,-0.20244,-0.04967,0.15277,0.20244,0.04967,0.126055,0.076385,13.09157557,0.104011671,0.268259171,0.016149171,1911.28,,Benzimidazoles
345,NCCOCc1ccc(O)c2ncccc12,0.761334114,1.4157,218.256,4,2,68.37,4,0.989,1,2,0,2,0,3.9154,-0.20775,-0.06543,0.14232,0.20775,0.06543,0.13659,0.07116,14.05283867,0.131090698,0.303260698,0.030080698,1958.37,1959.41928,Quinolines
346,Nn1c(S)nnc1Cn1cncn1,0.472097243,-1.0796,197.227,8,2,87.44,2,0.716,1,7,1,0,0,2.728,-0.23636,-0.01654,0.21982,0.23636,0.01654,0.12645,0.10991,9.098353198,0.072739526,0.254144526,0.001244526,1751.925,,Quinolines
347,NNCc1ccc(O)c2ncccc12,0.484654746,0.9037,189.218,4,3,71.17,2,0.97,1,3,0,1,0,3.2697,-0.20442,-0.05284,0.15158,0.20442,0.05284,0.12863,0.07579,13.19435282,0.109154749,0.275679749,0.018419749,1642.052,,Triazole
348,NOCc1ccc(O)c2ncccc12,0.700808085,1.3307,190.202,4,2,68.37,2,0.969,1,2,0,2,0,3.036,-0.20679,-0.06075,0.14604,0.20679,0.06075,0.13377,0.07302,13.69487812,0.122530902,0.292810902,0.025270902,1777.98,,Quinolines
349,O=[N+]([O-])c1ccc(-c2nc3ccccc3[nH]2)cc1,0.551178531,3.1381,239.234,3,1,71.82,2,0.959,1,3,0,2,0,5.6313,-0.22981,-0.10062,0.12919,0.22981,0.10062,0.165215,0.064595,15.48107439,0.211285674,0.408798174,0.078368174,1944.148,,Quinolines
350,O=[N+]([O-])c1ccc(N/N=C/c2ccc(Cl)cc2)c([N+](=O)[O-])c1,0.513677756,3.6024,320.692,6,1,110.67,5,0.843,1,4,0,4,0,5.2983,-0.23193,-0.11251,0.11942,0.23193,0.11251,0.17222,0.05971,16.74761347,0.248364833,0.450439833,0.105999833,2327.047,2320.784388,Benzimidazoles
351,O=[N+]([O-])c1ccc(N/N=C/c2ccc(O)cc2O)c([N+](=O)[O-])c1,0.434429161,2.3602,318.245,8,3,151.13,5,0.9389,1,4,0,6,0,7.5428,-0.22136,-0.11315,0.10821,0.22136,0.11315,0.167255,0.054105,18.48258017,0.258518021,0.452825521,0.118315521,2204.914,2204.9144,Hydrazine
352,O=[N+]([O-])c1ccc2[nH]ncc2c1,0.510666528,1.4711,163.136,3,1,71.82,1,0.759,1,3,0,2,0,4.6922,-0.24566,-0.0893,0.15636,0.24566,0.0893,0.16748,0.07818,12.79099514,0.179390831,0.385960831,0.051000831,1172.719,,Hydrazine
353,O=[N+]([O-])c1ccccc1C=Nn1c(S)nnc1Cn1cncn1,0.322645251,0.997,330.333,10,1,116.92,5,0.891,1,8,1,2,0,8.6114,-0.23994,-0.10269,0.13725,0.23994,0.10269,0.171315,0.068625,14.571949,0.213834821,0.419462321,0.076832321,2275.834,2270.70508,Amine
354,O=[N+]([O-])c1ccccc1-c1nc2ccccc2[nH]1,0.551178531,3.1381,239.234,3,1,71.82,2,0.909,1,3,0,2,0,3.0308,-0.221,-0.10001,0.12099,0.221,0.10001,0.160505,0.060495,16.53029176,0.21292549,0.40367799,0.08266799,1663.671,,Triazole
355,O=C(/C=N\O)Nc1ccccc1,0.390102246,1.0851,164.164,3,2,61.69,2,0.595,1,2,0,2,0,3.4919,-0.22134,-0.05899,0.16235,0.22134,0.05899,0.140165,0.081175,12.31906375,0.121011563,0.301764063,0.021434063,1338.553,,Benzimidazoles
356,O=C(/C=N\O)Nc1ccccc1Br,0.472640822,1.8476,243.06,3,2,61.69,2,0.751,1,2,0,2,0,2.1844,-0.22943,-0.06062,0.16881,0.22943,0.06062,0.145025,0.084405,11.84763936,0.12459126,0.31181876,0.02176876,1570.6,1570.813312,Amine
357,O=C(C/N=C\\C=C\\c1ccccc1)O[K],0.575799902,1.3973,227.304,3,0,38.66,4,0.973,1,1,0,2,0,9.7675,-0.17852,-0.05851,0.12001,0.17852,0.05851,0.118515,0.060005,16.66527789,0.117038624,0.265556124,0.028526124,1794.961,1790.706575,Amine
358,O=C(C/N=C\\C=C\\c1ccccc1)O[K],0.575799902,1.3973,227.304,3,0,38.66,4,0.973,1,1,0,2,0,9.7675,-0.17852,-0.05851,0.12001,0.17852,0.05851,0.118515,0.060005,16.66527789,0.117038624,0.265556124,0.028526124,1794.961,1790.706575,other
359,O(C)C1C=CC(=CC=1)C1=C(C(N)OC2C1=CC=C1C=CC=NC=21)C#N,0.780328242,3.24608,329.359,5,1,81.16,2,0.787,1,3,0,2,0,5.0183,-0.21345,-0.07664,0.13681,0.21345,0.07664,0.145045,0.068405,14.61881441,0.153775689,0.333023189,0.042933189,2471.269,2466.145947,other
360,O=C(C[n+]1ccccn1)c1ccc(Cl)cc1.[Br-],0.532972111,-1.0906,313.582,2,0,33.84,3,0.91,1,2,0,1,0,,,,,,,,,,,,,1922.811,1920.690486,other
361,O=C(C=Cc1ccc(F)cc1)c1ccc(OCn2cncn2)cc1,0.515505197,3.3498,323.327,5,0,57.01,6,0.983,1,3,0,2,0,2.3512,-0.22903,-0.06768,0.16135,0.22903,0.06768,0.148355,0.080675,12.3954137,0.136406607,0.325099107,0.028389107,2809.596,2808.43731,Pyridines
362,O=C(Cn1c(-c2ccc(Cl)cc2)nc2ccccc21)Nc1ccccc1,0.555933285,4.9954,361.832,3,1,46.92,4,0.926,1,3,0,1,0,2.8821,-0.22507,-0.04252,0.18255,0.22507,0.04252,0.133795,0.091275,10.95590249,0.098061364,0.277493864,0.009903864,2553.598,2559.173099,Triazole
363,O=C(Cn1cncn1)N1CCC(c2ccc(Cl)cc2Cl)=N1,0.86956498,2.2215,324.171,5,0,63.38,3,0.99,1,5,0,1,0,,,,,,,,,,,,,2192.308,2192.3083,Benzimidazoles
364,O=C(Cn1cncn1)N1CCC(c2ccc(F)cc2)=N1,0.839460737,1.0538,273.271,5,0,63.38,3,0.97,1,5,0,1,0,4.6347,-0.22059,-0.05767,0.16292,0.22059,0.05767,0.13913,0.08146,12.27596366,0.118813877,0.298673877,0.020413877,1816.192,1819.774996,Triazole
365,O=C(Cn1cncn1)N1CCC(c2ccccc2)=N1,0.818707363,0.9147,255.281,5,0,63.38,3,0.98,1,5,0,1,0,4.9974,-0.2196,-0.05613,0.16347,0.2196,0.05613,0.137865,0.081735,12.23466079,0.11627062,0.29500312,0.01927312,1809.362,1804.81409,Triazole
366,O=C(Cn1cncn1)NNC(=S)NC(O)c1ccccc1,0.341689578,-0.5355,306.351,6,4,104.1,4,0.978,1,6,1,2,0,2.7321,-0.21612,-0.03039,0.18573,0.21612,0.03039,0.123255,0.092865,10.7683196,0.081795052,0.251482552,0.004972552,2253.153,2252.058156,Triazole
367,O=C(CS)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CS,0.048569225,0.1482,782.965,19,2,172.59,44,0.5062,1,0,2,17,0,3.4567,-0.23332,-0.01511,0.21821,0.23332,0.01511,0.124215,0.109105,9.165482792,0.070708795,0.249476295,0.001046295,7090.881,7069.916178,Triazole
368,O=C(CSc1nnc(Cn2cncn2)o1)c1ccccc1,0.505418045,1.6844,301.331,8,0,86.7,6,0.984,1,5,1,2,0,4.8401,-0.2437,-0.06687,0.17683,0.2437,0.06687,0.155285,0.088415,11.31029803,0.136365047,0.335857547,0.025287547,2274.695,2269.56926,other
369,O=C(N/N=C/c1ccc(O)cc1)c1cccnc1,0.632070638,1.5511,241.25,4,2,74.58,3,0.823,1,3,0,2,0,3.0419,-0.2105,-0.05779,0.15271,0.2105,0.05779,0.134145,0.076355,13.09671927,0.117836953,0.290159453,0.021869453,2250.492,,Triazole
370,O=C(O)c1cccc(/N=C/c2c(O)ccc3ccccc23)c1,0.716617402,3.9942,291.306,3,2,69.89,3,0.8913,1,1,0,3,0,2.8188,-0.21204,-0.06862,0.14342,0.21204,0.06862,0.14033,0.07171,13.94505648,0.137306574,0.313491574,0.032831574,2323.626,2323.974436,Schiff bases
371,O=C(O[K])C(Cc1c[nH]c2ccccc12)/N=C\\C=C\\c1ccccc1,0.542892761,3.4899,356.466,3,1,54.45,6,0.98,1,2,0,2,0,10.5316,-0.15795,-0.05958,0.09837,0.15795,0.05958,0.108765,0.049185,20.33140185,0.120258465,0.253615965,0.036085965,2608.406,2623.31088,Schiff bases
372,CCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.377652927,2.591,380.585,8,3,81.24,16,0.9345,1,8,0,0,0,1.1634,-0.2087,0.00727,0.21597,0.2087,-0.00727,0.100715,0.107985,9.260545446,0.046967223,0.201674723,0.000244723,3842.763,3850.315875,other
373,[Br-].c1ccc(CCC[n+]2ccn(CCc3ccccc3)c2)cc1,0.539835439,0.6551,371.322,1,0,8.81,7,0.973,1,2,0,0,0,2.4361,-0.04484,-0.00458,0.04026,0.04484,0.00458,0.02471,0.02013,49.67709886,0.015166023,0.049941023,0.000521023,2102.904,2103.66874,Triazines
374,[Br-].c1ccc(CCn2cc[n+](Cc3ccccc3)c2)cc1,0.580158262,0.0706,343.268,1,0,8.81,5,0.955,1,2,0,0,0,2.4579,-0.1161,-0.00893,0.10717,0.1161,0.00893,0.062515,0.053585,18.66193898,0.036466597,0.125774097,0.000744097,2456.331,2454.639234,other
375,O=C(OCc1ccc(O)c2ncccc12)c1ccc([N+](=O)[O-])cc1,0.448916001,3.2056,324.292,6,1,102.56,4,0.901,1,2,0,5,0,4.3292,-0.21616,-0.10726,0.1089,0.21616,0.10726,0.16171,0.05445,18.36547291,0.240129698,0.429064698,0.105644698,2216.681,2212.070784,other
376,O=C(OCc1ccc(O)c2ncccc12)c1ccc(Cl)cc1,0.743739296,3.9508,313.74,4,1,59.42,3,0.931,1,1,0,3,0,1.6454,-0.20999,-0.06735,0.14264,0.20999,0.06735,0.13867,0.07132,14.02131239,0.134810494,0.309140494,0.031800494,2732.945,2737.271902,Quinolines
377,O=c1[nH]c2ccccc2[nH]c1=O,0.543862937,0.2164,162.148,2,2,65.72,0,0.8714,1,2,0,2,0,6.378,-0.22579,-0.05117,0.17462,0.22579,0.05117,0.13848,0.08731,11.45344176,0.109819668,0.291954668,0.014994668,1311.095,,Quinolines
378,O=c1[nH]c2ccccc2nc1/C=C/c1ccc(Cl)cc1,0.777972763,3.7469,282.73,2,1,45.75,2,0.928,1,2,0,1,0,4.1556,-0.21498,-0.08034,0.13464,0.21498,0.08034,0.14766,0.06732,14.85442662,0.161939064,0.343259064,0.047939064,2054.859,2059.982442,other
379,O=C1C=CC(=O)N1c1ccccc1,0.596503289,1.116,173.171,2,0,37.38,1,0.934,1,1,0,2,0,0.9152,-0.23895,-0.10054,0.13841,0.23895,0.10054,0.169745,0.069205,14.44982299,0.208174012,0.412521512,0.073031512,1223.426,,Quinoxalines
380,O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.403203132,2.5895,240.218,3,1,76,1,0.838,1,2,0,3,0,8.5878,-0.23123,-0.08879,0.14244,0.23123,0.08879,0.16001,0.07122,14.04099972,0.179747263,0.375367263,0.055347263,1490.554,,other
381,O=C1c2ccccc2NC(c2cc([N+](=O)[O-])ccc2O)N1/N=C/c1cc([N+](=O)[O-])ccc1O,0.301481298,3.5148,449.379,9,3,171.44,5,0.902,1,5,0,7,0,8.4252,-0.24012,-0.0979,0.14222,0.24012,0.0979,0.16901,0.07111,14.06271973,0.200846436,0.405411436,0.067391436,3584.189,3580.488285,Quinolines
382,O=c1cc(/N=C/c2ccccc2)nc2sc(-c3ccc(Cl)cc3)c(O)c(=O)n12,0.520055541,3.8928,409.854,7,1,84.03,3,0.918,1,3,1,3,0,4.8762,-0.22633,-0.09187,0.13446,0.22633,0.09187,0.1591,0.06723,14.87431206,0.188255318,0.380970318,0.062770318,3581.568,3590.810832,Schiff bases
383,O=c1n(Cc2ccc(O)c3ncccc23)c2ccccc2n1Cc1ccc(O)c2ncccc12,0.416817601,4.4072,448.482,7,2,93.17,4,0.945,1,4,0,3,0,0.4513,-0.20615,-0.06181,0.14434,0.20615,0.06181,0.13398,0.07217,13.85617293,0.124363589,0.294428589,0.026468589,3184.061,3176.00735,Thiazines
384,O=C1Nc2ccccc2/C1=N/c1ccc(Cl)cc1,0.834630945,3.4129,256.692,2,1,41.46,1,0.853,1,2,0,1,0,5.9949,-0.21183,-0.09159,0.12024,0.21183,0.09159,0.15171,0.06012,16.63339987,0.191416534,0.373186534,0.069766534,1782.668,1780.248625,Quinolines
385,O=C1Nc2ccccc2/C1=N/c1ccc(O)cc1,0.801218968,2.4651,238.246,3,2,61.69,1,0.912,1,2,0,2,0,4.1139,-0.19156,-0.0843,0.10726,0.19156,0.0843,0.13793,0.05363,18.64628007,0.177369801,0.342114801,0.066254801,1871.237,1870.952902,Amine
386,O=C1Nc2ccccc2/C1=N/c1ccccc1,0.791518224,2.7595,222.247,2,1,41.46,1,0.748,1,2,0,1,0,3.9473,-0.20961,-0.08574,0.12387,0.20961,0.08574,0.147675,0.061935,16.14595947,0.17605478,0.35469728,0.05934728,1556.418,,Amine
387,O=C1Nc2ccccc2SC1c1ccc(Cl)cc1,0.847941652,4.1255,275.76,2,1,29.1,1,0.94,1,1,1,1,0,4.1474,-0.21679,-0.03368,0.18311,0.21679,0.03368,0.125235,0.091555,10.92239637,0.085652369,0.256664869,0.006194869,2226.387,2232.895096,Amine
388,O=Cc1c(-c2ccccc2)nc2ncccn12,0.625606628,2.2088,223.235,4,0,47.26,2,0.874,1,3,0,1,0,4.5922,-0.22991,-0.07294,0.15697,0.22991,0.07294,0.151425,0.078485,12.74128814,0.146075878,0.336743378,0.033893378,1778.799,,Benzimidazoles
389,O=Cc1cc2cc([N+](=O)[O-])ccc2cc1Cl,0.456161728,3.2139,235.626,3,0,60.21,2,0.85,1,1,0,3,0,4.4223,-0.25101,-0.11019,0.14082,0.25101,0.11019,0.1806,0.07041,14.20252805,0.231617384,0.447422384,0.086222384,1707.687,1712.667318,other
390,O=Cc1cc2cc(Cl)ccc2cc1Cl,0.670996456,3.9591,225.074,1,0,17.07,1,0.83,1,0,0,1,0,,,,,,,,,,,,,1702.914,1698.471555,Quinolines
391,O=Cc1ccc(-n2ccnc2)cc1,0.645836573,1.6848,172.187,3,0,34.89,2,0.722,1,2,0,1,0,0.6731,-0.23483,-0.07597,0.15886,0.23483,0.07597,0.1554,0.07943,12.58970162,0.152015359,0.347130359,0.036330359,1628.613,,Quinolines
392,O=P(O)(O)CN(CCCCCCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,0.108159152,-0.3084,492.232,6,8,236.6,15,0.7797,1,2,0,12,4,5.8845,-0.2398,0.01286,0.25266,0.2398,-0.01286,0.11347,0.12633,7.915776142,0.050959554,0.227594554,0.000654554,3603.061,3617.057187,Imidazoles
393,O=S(=O)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0.669269887,2.0746,362.403,6,0,77.66,8,0.976,1,0,1,6,0,7.358,-0.23173,-0.03501,0.19672,0.23173,0.03501,0.13337,0.09836,10.16673444,0.090420684,0.272970684,0.006230684,2602.083,2592.554714,Phosphonate esters
394,O=S(=O)(O)c1c(Cc2ccc3ncccc3c2)c(S(=O)(=O)O)c(S(=O)(=O)O)c(S(=O)(=O)O)c1S(=O)(=O)O,0.218398214,0.0591,619.607,11,5,284.74,7,0.9803,1,1,5,15,0,3.2659,-0.23756,-0.1487,0.08886,0.23756,0.1487,0.19313,0.04443,22.50731488,0.419752385,0.635097385,0.248837385,3345.909,3354.399291,Epoxy
395,Oc1ccc(/C=N/C2CCCCC2/N=C/c2ccc(O)cc2)cc1,0.837196983,3.947,322.408,4,2,65.18,4,0.62,1,2,0,2,0,2.9403,-0.21215,-0.03525,0.1769,0.21215,0.03525,0.1237,0.08845,11.3058225,0.086499096,0.254424096,0.007024096,2648.61,2651.995665,Quinolines
396,Oc1ccc(CC2=NCCN2)c2cccnc12,0.816738641,1.4846,227.267,4,2,57.51,2,0.9619,1,3,0,1,0,2.5279,-0.20848,-0.05665,0.15183,0.20848,0.05665,0.132565,0.075915,13.17262728,0.115744446,0.286266946,0.021136946,1896.096,1891.60513,other
397,Oc1ccc(CC2=NCCO2)c2cccnc12,0.853802392,1.9116,228.251,4,1,54.71,2,0.9165,1,2,0,2,0,3.671,-0.2038,-0.0607,0.1431,0.2038,0.0607,0.13225,0.07155,13.97624039,0.122222659,0.290247659,0.025747659,1537.213,1532.45761,Quinolines
398,Oc1ccc(Cc2ccccc2)c2cccnc12,0.736698634,3.5312,235.286,2,1,33.12,2,0.9806,1,1,0,1,0,2.8992,-0.20074,-0.05935,0.14139,0.20074,0.05935,0.130045,0.070695,14.14527194,0.119610312,0.285002812,0.024912812,1986.821,1987.406873,Quinolines
399,Oc1ccc(CCl)c2ccc[nH+]c12.[Cl-],0.632994974,-0.8977,230.094,1,1,34.37,1,0.91,1,1,0,1,0,,,,,,,,,,,,,1326.193,1323.680292,Quinolines
400,Oc1ccc(Cn2c(-c3ccc(Br)cc3)nc3ccccc32)c2cccnc12,0.395608245,5.7679,430.305,4,1,50.94,3,0.921,1,3,0,1,0,3.8204,-0.21106,-0.06923,0.14183,0.21106,0.06923,0.140145,0.070915,14.10138899,0.138480019,0.314082519,0.033792519,2619.182,2619.256051,Quinolines
401,Oc1ccc(CNC(=S)N2CCN(c3ccccc3)CC2)c2cccnc12,0.683197649,3.1371,378.501,4,2,51.63,3,0.935,1,4,1,1,0,2.6201,-0.19275,-0.06241,0.13034,0.19275,0.06241,0.12758,0.06517,15.34448366,0.124878444,0.285043444,0.029883444,2792.066,2787.65774,Benzimidazoles
402,Oc1ccc(COCc2ccccc2)c2cccnc12,0.782469977,3.6572,265.312,3,1,42.35,4,0.942,1,1,0,2,0,3.1288,-0.20501,-0.0522,0.15281,0.20501,0.0522,0.128605,0.076405,13.08814868,0.108234056,0.275041556,0.017831556,2395.452,2391.97444,Quinolines
403,Oc1ccc(-n2ccnc2)cc1,0.687292653,1.5779,160.176,3,1,38.05,1,0.784,1,2,0,1,0,3.7471,-0.21383,-0.02147,0.19236,0.21383,0.02147,0.11765,0.09618,10.39717197,0.071956345,0.237696345,0.002396345,1187.844,,Quinolines
404,Oc1ccccc1/C=N/c1ccccc1O,0.753464549,2.8484,213.236,3,2,52.82,2,0.8,1,1,0,2,0,1.617,-0.19998,-0.04152,0.15846,0.19998,0.04152,0.12075,0.07923,12.62148176,0.092014152,0.252379152,0.010879152,1608.968,,Imidazoles
405,Oc1ccccc1C=Nc1ccccc1O,0.753464549,2.8484,213.236,3,2,52.82,2,0.88,1,1,0,2,0,4.3488,-0.19912,-0.05554,0.14358,0.19912,0.05554,0.12733,0.07179,13.92951665,0.112919131,0.276144131,0.021484131,1888.732,,Schiff bases
406,Oc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.377585537,6.5789,388.47,3,1,38.05,4,0.94,1,2,0,1,0,4.4215,-0.19102,-0.0271,0.16392,0.19102,0.0271,0.10906,0.08196,12.20107369,0.072560295,0.222600295,0.004480295,3327.749,3329.92645,Schiff bases
407,Oc1ccccc1CNCCNCc1ccccc1O,0.581985719,1.9772,272.348,4,4,64.52,7,0.69,1,2,0,2,0,4.8859,-0.20328,-0.00408,0.1992,0.20328,0.00408,0.10368,0.0996,10.04016064,0.053963566,0.207443566,8.36E-05,2851.208,2849.929296,Imidazoles
408,Oc1ncccn1,0.500831647,0.1822,96.089,3,1,46.01,0,0.546,1,2,0,1,0,2.9718,-0.26274,-0.04776,0.21498,0.26274,0.04776,0.15525,0.10749,9.303190995,0.112115371,0.321110371,0.010610371,,,other
409,OCc1ccc2[nH]cnc2c1,0.634750821,1.0552,148.165,2,2,48.91,1,0.527,1,2,0,1,0,4.7953,-0.228,-0.02267,0.20533,0.228,0.02267,0.125335,0.102665,9.740417864,0.076505441,0.253172941,0.002502941,1339.804,,Pyrimidines
